0	62
9	1
10	2
11	3
12	2
13	2
14	2
15	2
17	1
18	1
21	1
22	3
23	2
24	3
25	5
26	2
27	4
28	4
29	2
30	1
31	3
32	2
33	5
34	2
35	2
36	3
37	4
38	4
39	4
40	2
41	2
42	3
43	1
44	1
45	3
46	5
47	1
48	1
50	4
52	1
53	1
54	1
55	2
56	1
57	3
60	1
61	2
62	2
63	1
66	2
68	2
69	1
70	1
71	1
72	2
73	1
80	1
81	1
83	1
84	1
88	1
94	1
100	0
